Body,Sentiment
"What good is the app if it is ""temporarily out if service"" on a continual basis. It is really inexcusable when a company the size of AT&T has such deplorable customer service...",negative
Can't ever get all the way in to view my account.,negative
have trouble login to app. not easy to find things that I need to see.,positive
i always get a system error and can never get on,negative
Bad network,negative
can never get it to just work,negative
"simply put, the app does not work. arrrrg",negative
"Worse app ever ! Its hard to believe that a Hugh company like at&t came up with it. It doesnt work most of the time. password never works. App says system is down try back in 60 min, most of the time . My advice is to fire! The persons that devolped this joke of an app and try again.",negative
as soon as I get use to it you seem to always change it.,negative
the worst app ever since the last update! it never lets me in.,negative
Es muy mala se queda cargando muy mala para at&t,negative
"it always sends me a code too long and then wont accept it and I cant access my account ,I HATE THIS APP ,NO HELP ,EVER",negative
appallingly bad company,negative
works about sometimes hard to find options and anything with directv.,positive
I am not paying for a fraudulent phone they someone purchased under my name and put it on my bill. that's BS.IF you think I am paying for the phone I dont have. please have someone call me ASAP,negative
new update SUCKS,negative
"Worst app ever! Just signed up for the app. what a mistake! The procedure was slow and confusing. Finally got through the loading of info and proceeded to pay my bill. After several agonizing minutes I think it's paid. No statement saying your bill has been paid, or even a thank you, but when I closed out and returned, It showed a balance of zero. I have determined that it is easier to spend about $1.50 in gas and stamps and drive to the post office to mail the paper bill.",negative
